Wine,Grape sort,Year,Region,Country,Acetoine,Acetaldehyde,Methanol,1-propanol,Ethyl lactate,Isobutanol,1-butanol,2-butanol,2-methyl-1-butanol,3-methyl-1-butanol,2-methyl-1-propanol,1-pentanol,1-hexanol,"2,3-butanediol",2-phenylethanol,3-(Methylthio)-1-propanol,Hexyl acetate,Ethyl octanoate,Diethyl succinate,2-phenylethyl acetate,Diethyl malate,Ethyl decanoate,Isoamyl alcohol,Isoamyl acetate,1-heptanol,Ethyl acetate,Isopropyl acetate,Isobutyl acetate,Ethyl butyrate,Ethyl hexanoate,Ethyl isovalerate,Pentyl acetate,Phenyl acetate,Ethyl caprylate,alpha-TERPINEOL,Linalool ,Nerol,Citronellol,Geraniol,1-octanol,Hexanoic acid,Octanoic acid,Decanoic acid,Propanoic acid,butyric acid,2-methylpropanoic acid,2-methylbutyric acid,3-methylbutyric acid,Dodecanoic acid,DOI,Descriptors,Herbs and spices,Tobacco/Smoke,Wood,Berries,Citrus,Fruits,Nuts,Coffee,Chocolate/Cacao,Flowers
Tarima Hill,Monastrell,2017,Bullas, Spain,0,0,0,0.0062,0,0,0.0008,0,0,0.3286,0.0213,0,0.0425,0,0.1623,0,0,0.7413,0,0,0,0,0,0,0,0.0547,0,0,0,0.2307,0,0,0,0,0.0009,0.004,0,0.0027,0,0,0.0413,0.1391,0.0405,0,0,0,0,0,0,10.1002/jsfa.9991,"black fruits, leather and spices",1,0,0,0,0,1,0,0,0,0
Summum,Monastrell,2017,Bullas, Spain,0,0,0,0.0062,0,0,0.0014,0,0,0.3464,0.018,0,0.0377,0,0.1697,0,0,0.9946,0,0,0,0,0,0,0,0.0609,0,0,0,0.2933,0,0,0,0,0.0007,0.0037,0,0.0032,0,0,0.0481,0.2066,0.1129,0,0,0,0,0,0,10.1002/jsfa.9991,"candied fruits, berry jam, toast and spices",1,0,0,1,0,1,0,0,0,0
Omaka Reserve,Pinot noir,2009,Central Otago, New Zealand,0,0,0,0,99.012,10.209,0,0,0,0,0,0,1.606,0,125.767,0,0,0.269,1.048,0.021,0.166,0.172,82.205,0.306,0,0,0,0.091,0.152,0.282,0.048,0,0,0,0.0028,0.0041,0.0061,0.0079,0.012,0,0.9,0.931,0.502,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"ripe cherry, boysenberry (the result of crossing raspberries, blackberries and loganberries), black plum, violet tones and spicy toasted oak",1,0,0,1,0,1,0,0,0,1
MT Difficulty,Pinot noir,2009,Central Otago, New Zealand,0,0,0,0,85.873,10.823,0,0,0,0,0,0,1.36,0,158.473,0,0,0.283,1.157,0.036,0.144,0.189,77.865,0.204,0,0,0,0.066,0.154,0.236,0.03,0,0,0,0.0033,0.0046,0.0064,0.0082,0.016,0,0.667,0.674,0.374,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"wild berries, backed by notes of black cherry, spiced Christmas cake and spicy herbs",1,0,0,1,0,0,0,0,0,0
Envoy,Pinot noir,2010,Central Otago, New Zealand,0,0,0,0,84.218,17.224,0,0,0,0,0,0,1.942,0,75.281,0,0,0.336,1.311,0.02,0.153,0.249,264.934,0.267,0,0,0,0.077,0.161,0.451,0.043,0,0,0,0.0022,0.0023,0.0041,0.011,0.012,0,0.973,0.766,0.416,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"sweet red fruits, aromatic spices (anise), cocoa and mocha coffee",1,0,0,0,0,1,0,1,1,0
Mount Riley,Pinot noir,2010,Central Otago, New Zealand,0,0,0,0,91.772,15.342,0,0,0,0,0,0,1.48,0,83.617,0,0,0.372,1.665,0.023,0.17,0.273,257.014,0.194,0,0,0,0.087,0.189,0.499,0.056,0,0,0,0.0025,0.0051,0.0059,0.016,0.015,0,0.989,0.821,0.364,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"dark fruits, dominated by cherry notes, with notes of spice, licorice, cloves and earth",1,0,0,1,0,1,0,0,0,0
Ata Rangi,Pinot noir,2010,Central Otago, New Zealand,0,0,0,0,81.899,11.751,0,0,0,0,0,0,1.223,0,87.178,0,0,0.253,1.24,0.039,0.125,0.153,281.154,0.206,0,0,0,0.06,0.153,0.29,0.05,0,0,0,0.0031,0.0061,0.006,0.019,0.016,0,0.756,0.59,0.298,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"black and red cherry, herbal and earthy shades, exotic nuances of mahogany, sandalwood, spices, lavender",1,0,1,1,0,0,0,0,0,0
Cloudy Bay,Pinot noir,2011,Central Otago, New Zealand,0,0,0,0,11.103,21.911,0,0,0,0,0,0,3.142,0,54.134,0,0,0.48,1.509,0.022,0.242,0.218,185.38,0.093,0,0,0,0.084,0.224,0.489,0.065,0,0,0,0.0018,0.0022,0.0049,0.013,0.012,0,0.753,0.632,0.302,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"violets, boronia and wild thyme, raspberry licorice, wild strawberries, dark cherries, tobacco and spices",1,1,0,1,0,0,0,0,0,0
Cupids Arrow,Pinot noir,2011,Central Otago, New Zealand,0,0,0,0,14.914,25.769,0,0,0,0,0,0,2.311,0,72.054,0,0,0.383,1.829,0.026,0.259,0.181,186.651,0.132,0,0,0,0.093,0.181,0.485,0.06,0,0,0,0.0021,0.0047,0.0068,0.015,0.013,0,0.504,0.57,0.236,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"herbal and floral, thyme and bird cherry",0,0,0,1,0,0,0,0,0,1
Block 3,Pinot noir,2011,Central Otago, New Zealand,0,0,0,0,11.453,26.477,0,0,0,0,0,0,1.892,0,87.491,0,0,0.622,1.394,0.028,0.214,0.269,168.237,0.062,0,0,0,0.08,0.216,0.342,0.055,0,0,0,0.0024,0.005,0.0077,0.016,0.016,0,0.51,0.384,0.184,0,0,0,0,0,0,10.1016/j.foodchem.2012.05.034,"dark fruits, delicate floral aromas, nuances of dried herbs and spices",1,0,0,0,0,1,0,0,0,1
Zestos,Malvar,1999,,Spain,0,0.0389,0.0296,0.0411,0,0.0185,0,0,0.01462,0.01462,0,0,0.0003,0,0,0,0.0001,0.0015,0.0113,0,0,0.0007,0,0,0,0.0546,0,0,0.0006,0.0011,0,0.0019,0,0,0,0,0,0,0,0,0.0114,0.0025,0.0009,0,0,0,0,0,0,10.1016/s0021-9673(01)00966-9,"Fragrant bouquet. Fleshy, focused and dry on the palate, offering incisive orange pith and green apple flavors and a repeating gingery quality. Closes taut, stony and long, with a suave floral nuance lingering.",1,0,0,0,0,1,0,0,0,1
Campo Delia,Airen,1998,,Spain,0,0.049,0.0395,0.0279,0,0.0261,0,0,0.1967,0.1967,0,0,0.0003,0,0,0,0.0002,0.0048,0.0075,0,0,0.0017,0,0,0,0.0495,0,0,0.009,0.0018,0,0.0031,0,0,0,0,0,0,0,0,0.008,0.0026,0.0011,0,0,0,0,0,0,10.1016/s0021-9673(01)00966-9,"Brilliant golden color. Fresh, bright aroma with notes of citrus and white flowers. Its taste is fresh, pleasant taste with balanced acidity, excellent structure and harmonious aftertaste.",0,0,0,0,1,0,0,0,0,1
Portell,Trepat,1998,,Spain,0,0.0258,0.042,0.013,0,0.0329,0,0,0.1782,0.1782,0,0,0.0013,0,0,0,0.0002,0.0032,0.01,0,0,0.0017,0,0,0,0.0489,0,0,0.003,0.0012,0,0.002,0,0,0,0,0,0,0,0,0.0086,0.0107,0.0026,0,0,0,0,0,0,10.1016/s0021-9673(01)00966-9,"fruity with notes of white peach and apricot mixed with passion fruit and hints of white fruits (pear, apple). It is full and fresh, well balanced, it has good acidity, and with a persistent finish of citric and white fruits.",0,0,0,0,1,1,0,0,0,0
Tarima Hill Old Vines,Monastrell,1998,,Spain,0,0.0723,0.0482,0.0182,0,0.0199,0,0,0.2085,0.2085,0,0,0.001,0,0,0,0,0.0014,0.0063,0,0,0.0007,0,0,0,0.0432,0,0,0.004,0.0008,0,0.0005,0,0,0,0,0,0,0,0,0.0055,0.0059,0.0014,0,0,0,0,0,0,10.1016/s0021-9673(01)00966-9,"blackberry, plum, dark fruit, blueberry, black cherry, oak, vanilla, chocolate, leather, earthly, smoke, cherry, raspberry, red fruit, red cherry, strawberry, cranberry, licorice, pepper, anise, raisin, prune, fig, violet, dried flowers, perfume, lavender, hibiscus, dried rose, cheese, cream, oil, toast, molasses, almond tomato, grass, rhubarb, citrus, orange peel, stone fruit, passion fruit, tamarind",1,1,1,1,1,1,0,0,1,1
Sergio Zenato,Lugana,2016,Veneto,Italy,0,0,0,0,1.157,0,0.0433,0.755,0,0,0,0.151,0.727,0,0,0,0.1145,0.99,0,0.2986,0,0.223,79.262,0.952,0,0,0,0,0.254,0.642,0,0,0,0,0.00376,0.00495,0.00088,0.00258,0.00219,0,6.282,10.053,0,0,0,0,0,0.247,0,10.3390/molecules26082127,"citrus fruits, white flowers, gooseberries, herbs and toast",1,0,0,1,1,0,0,0,0,1
Le Quaiare Lugana,Lugana,2016,Veneto,Italy,0,0,0,0,2.073,0,0.0272,0.263,0,0,0,0.191,1.027,0,0,0,0.00171,0.435,0,0.0269,0,0.052,77.943,0.102,0,0,0,0,0.134,0.26,0,0,0,0,0.00235,6.00E-05,0.00379,0.00032,0.00146,0,5.655,8.636,0,0,0,0,0,0.259,0,10.3390/molecules26082127,"pear, peach and apricot, floral and honey notes",0,0,0,0,0,1,0,0,0,1
Riserva del Lupo,Lugana,2017,Veneto,Italy,0,0,0,0,3.774,0,0.0169,0.87,0,0,0,0.144,0.694,0,0,0,0.0401,0.648,0,0.0635,0,0.124,68.735,0.857,0,0,0,0,0.248,0.779,0,0,0,0,0.00183,0.00029,0.00315,0.00346,0.00014,0,4.171,8.437,0,0,0,0,0,0.162,0,10.3390/molecules26082127,"ripe peach, apricot, fragrant pear, beeswax, acacia and chamomile flowers",0,0,0,0,0,1,0,0,0,1
San Benedetto,Lugana,2017,Veneto,Italy,0,0,0,0,14.745,0,0.0544,2.014,0,0,0,0.127,0.72,0,0,0,0.0568,0.591,0,0.0822,0,0.084,92.012,1.262,0,0,0,0,0.25,0.754,0,0,0,0,0.00268,0.00118,0.00011,0.00081,0.00125,0,4.222,7.569,0,0,0,0,0,0.205,0,10.3390/molecules26082127,"grapefruit, nectarine, melon, figs and herbs",1,0,0,0,1,1,0,0,0,0
Farina Lugana,Lugana,2018,Veneto,Italy,0,0,0,0,2.258,0,0.06,1.233,0,0,0,0.171,0.665,0,0,0,0.0578,0.74,0,0.0827,0,0.12,72.668,1.646,0,0,0,0,0.253,0.736,0,0,0,0,0.00301,0.00163,0.0002,0.00246,0.00273,0,4.806,8.407,0,0,0,0,0,0.163,0,10.3390/molecules26082127,"floral tones, linden blossom and soft stone fruits, apricot",0,0,0,0,0,1,0,0,0,1
Selva,Lugana,2016,Veneto,Italy,0,0,0,0,4.712,0,0.0824,1.89,0,0,0,0.108,1.099,0,0,0,0.0327,0.894,0,0.0245,0,0.12,111.837,0.294,0,0,0,0,0.333,0.845,0,0,0,0,0.00329,0.0009,0.00018,0.0001,0.00052,0,6.64,9.318,0,0,0,0,0,0.124,0,10.3390/molecules26082127,"yellow stone fruit, acacia flowers, wild herbs and roasted almonds",1,0,0,0,0,1,1,0,0,1
Podium,Verdicchio,2017,Marche,Italy,0,0,0,0,4.301,0,0.0709,0.464,0,0,0,0.14,0.934,0,0,0,0.0371,0.638,0,0.1347,0,0.117,85.313,0.484,0,0,0,0,0.232,0.551,0,0,0,0,0.00148,3.00E-05,0.00682,0.00125,9.00E-05,0,4.406,8.452,0,0,0,0,0,0.305,0,10.3390/molecules26082127,"spring flowers, yellow stone fruits, honey, saffron and anise",1,0,0,0,0,1,0,0,0,1
Casal di Serra,Verdicchio,2016,Marche,Italy,0,0,0,0,11.886,0,0.0932,0.574,0,0,0,0.146,0.93,0,0,0,0.0126,0.801,0,0.0458,0,0.21,83.035,0.228,0,0,0,0,0.279,0.668,0,0,0,0,0.0019,0.00069,8.00E-05,3.00E-05,0.00109,0,5.035,9.137,0,0,0,0,0,0.193,0,10.3390/molecules26082127,"jasmine, white peach, Granny Smith apple and herbs",1,0,0,0,0,1,0,0,0,1
Monte Schiavo,Verdicchio,2017,Marche,Italy,0,0,0,0,13.673,0,0.1245,0.897,0,0,0,0.212,0.982,0,0,0,0.0168,0.365,0,0.0477,0,0.06,87.285,0.34,0,0,0,0,0.209,0.549,0,0,0,0,0.00299,3.00E-05,0.00045,3.00E-05,0.00078,0,3.397,6.767,0,0,0,0,0,0.188,0,10.3390/molecules26082127,"herbs and gooseberries, apricots, apples and melons",1,0,0,1,0,1,0,0,0,0
Costa Verde,Verdicchio,2017,Marche,Italy,0,0,0,0,8.512,0,0.0529,0.996,0,0,0,0.133,1.094,0,0,0,0.0373,0.556,0,0.0941,0,0.089,87.624,0.388,0,0,0,0,0.297,0.538,0,0,0,0,0.00244,3.00E-05,0.00079,0.00178,0.00047,0,5.385,8.385,0,0,0,0,0,0.235,0,10.3390/molecules26082127,floral and white peach notes,0,0,0,0,0,1,0,0,0,1
Villa Torre,Verdicchio,2017,Marche,Italy,0,0,0,0,9.328,0,0.0827,0.881,0,0,0,0.16,0.71,0,0,0,0.0263,0.769,0,0.134,0,0.12,84.25,0.766,0,0,0,0,0.327,0.677,0,0,0,0,0.00188,0.00033,0.00369,0.00235,3.10E-05,0,4.245,8.233,0,0,0,0,0,0.177,0,10.3390/molecules26082127,"green apple, yellow plum, almonds, lemon zest, honeysuckle, hawthorn and rosehip",0,0,0,0,1,1,1,0,0,0
Meridia,Verdicchio,2018,Marche,Italy,0,0,0,0,1.354,0,0.052,1.848,0,0,0,0.166,1.029,0,0,0,0.0636,0.652,0,0.0889,0,0.141,98.73,1.056,0,0,0,0,0.333,0.705,0,0,0,0,0.00157,0.00053,9.00E-05,0.00034,0.00019,0,4.083,7.986,0,0,0,0,0,0.226,0,10.3390/molecules26082127,"ripe apricot, yellow peach, mango and turmeric",1,0,0,0,0,1,0,0,0,0
Misco,Verdicchio,2017,Marche,Italy,0,0,0,0,3.46,0,0.0581,0.861,0,0,0,0.174,1.046,0,0,0,0.0331,0.562,0,0.0876,0,0.095,80.724,0.356,0,0,0,0,0.132,0.567,0,0,0,0,0.00086,0.00051,0.0001,3.00E-05,0.00049,0,5.305,8.596,0,0,0,0,0,0.278,0,10.3390/molecules26082127,"ai basil, peach skin, sweet almond, apple, floral notes, mineral and citrus",1,0,0,0,1,1,1,0,0,1
Bracamonte Tempranillo Riserva,,2012,Somontano, Spain,10.4,0,0,0,105,58,2.57,0,0,0,0,0,1.36,0,45.7,0,0,0.14,1.56,0.105,0,0.012,267,0.93,0,34.5,0,0.0625,0.15,0.2,0.00539,0,0,0,0,0,0,0,0,0,2.1,1.58,2.07,0.00296,1.05,0,116,0,0,10.1177/1082013211414762,"ripe black berries (boiled plum, blueberry jam), spices, licorice, vanilla, cocoa and toast",1,0,0,1,0,0,0,0,1,0
Palacio de Oriente,,2012,Somontano, Spain,11.4,0,0,0,134,56.3,2.52,0,0,0,0,0,1.36,0,45.3,0,0,0.14,1.8,0.0935,0,0.0109,218,1.08,0,35.2,0,0.0709,0.18,0.24,0.00603,0,0,0,0,0,0,0,0,0,2.07,1.57,2.07,0.00395,0.9,0,116,0,0,10.1177/1082013211414762,"fresh, clean and fruity, licorice and flowers",0,0,0,0,0,1,0,0,0,1
Finca Vieja,,2012,Somontano, Spain,7.93,0,0,0,29.2,67.2,2.75,0,0,0,0,0,1.4,0,45.3,0,0,0.15,0.76,0.0489,0,0.00946,290,1.09,0,17.1,0,0.0418,0.19,0.23,0.00204,0,0,0,0,0,0,0,0,0,2.09,1.57,1.92,0.00233,0.93,0,91.6,0,0,10.1177/1082013211414762,"red and black fruits: blackberries, raspberries and cherries, licorice, spicy",1,0,0,1,0,1,0,0,0,0
Vega Sindoa,,2012,Somontano, Spain,7.34,0,0,0,89.4,80.7,2.43,0,0,0,0,0,1.56,0,73.5,0,0,0.16,2.75,0.0574,0,0.03,319,1.21,0,50.5,0,0.0644,0.18,0.28,0.00576,0,0,0,0,0,0,0,0,0,2.32,1.64,2.01,0.00282,1.35,0,104,0,0,10.1177/1082013211414762,"floral notes (violet, iris), notes of ripe cherry, plum, black currant, spices, vanilla, pepper, tobacco, coffee, toast and leather",1,1,0,1,0,0,0,1,0,1
Finca el Rejoneo,,2012,Somontano, Spain,6.24,0,0,0,97.8,90.3,2.59,0,0,0,0,0,1.72,0,74.1,0,0.03,0.14,2.64,0.0403,0,0.0243,391,0.83,0,7.65,0,0.0442,0.19,0.25,0.0035,0,0,0,0,0,0,0,0,0,2.41,1.66,2.06,0.00704,1.33,0,122,0,0,10.1177/1082013211414762,"ripe cherries, black currants and spicy spices",1,0,0,1,0,0,0,0,0,0
Castillo Santa Barbara,,2012,Somontano, Spain,0.82,0,0,0,17.9,90.9,2.59,0,0,0,0,0,1.5,0,71.8,0,0.09,0.12,0.91,0.0511,0,0.0204,399,1.02,0,29,0,0.0519,0.18,0.23,0.00664,0,0,0,0,0,0,0,0,0,2.07,1.22,1.17,0.00258,1.2,0,110,0,0,10.1177/1082013211414762,"fruity aroma, black pepper and balsamic",1,0,0,0,0,1,0,0,0,0
Bolfan Primus Natura,Gewurztraminer,2011, Medimurje,Croatia,0,60.8,73.2,29.1,9.43,33.8,0.9,0,0,0,0,0,1.361,0.0198,12.7,0,0.0251,0.941,0.763,1.679,0.0018,0.583,156,2.163,0.0009,41.1,0.0265,0.0914,0.403,0.751,0,0,0,0,0.0131,0.0359,0.163,0.0985,0.317,0.0058,3.792,4.005,0.944,0,0.858,0,0,0,0,10.1016/j.foodchem.2015.10.061,"APRICOT, MANGO, ORANGE FLOWER, ROSE",0,0,0,0,0,1,0,0,0,1
Bolfan Primus Tingo,Gewurztraminer,2011, Medimurje,Croatia,0,80,124,48.4,2.046,25.5,0.5,0,0,0,0,0,0.355,0.0266,12.3,0,0.0287,0.973,1.226,2.038,0.0038,0.573,152,4.223,0.0024,52.5,0.0831,0.143,0.358,0.688,0,0,0,0,0.0068,0.0169,0.133,0.106,0.25,0.008,3.533,4.533,1.21,0,1.131,0,0,0,0,10.1016/j.foodchem.2015.10.061,"apricot, dried fruits, mango, rose",0,0,0,0,0,1,0,0,0,1
Bolfan Primus Traminac,Gewurztraminer,2012, Medimurje,Croatia,0,146,109,64.7,6.554,44.8,1.1,0,0,0,0,0,0.222,0.0657,24.4,0,0.0075,0.18,9.887,0.439,0,0.197,155,0.062,0.001,139,0.0694,0.085,0.149,0.225,0,0,0,0,0.0097,0.0194,0.178,0.232,0.259,0.0099,1.155,1.441,0.58,0,0.45,0,0,0,0,10.1016/j.foodchem.2015.10.061,"lemon, minerality, orange, rose",0,0,0,0,1,0,0,0,0,1
Oakvale,Verdelho,2016,New South Wales, Australia,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.472,0,0.00315,0,0.0357,0.961,0,0.0451,0,0.281,0.00507,2.315,0,0,0.0905,0.0569,0.325,0.771,0.00632,0,0,0,0.00628,0.00769,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.04.013,"Tropical fruit, Buttery, nutty, hay, citrus, peach/apricot, herbaceous, floral, apple/pear",1,0,0,0,1,1,1,0,0,1
Old Winery,Verdelho,2016,New South Wales, Australia,0,0,0,0,0,0.00022,0,0,0,0,0,0,0.643,0,0.00609,0,0.0745,1.337,0,0.0974,0,0.376,0.00728,4.174,0,0,0.12,0.06873,0.58,1.312,0.0135,0,0,0,0.0291,0.0363,0,0.00571,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.04.013,"fresh and lively, sweet tropical fruits and spices",1,0,0,0,0,1,0,0,0,0
Mollie&Merle,Verdelho,2016,New South Wales, Australia,0,0,0,0,0,0.00012,0,0,0,0,0,0,0.386,0,0.00444,0,0.0209,0.577,0,0.0427,0,0.0661,0.00427,1.172,0,0,0.0613,0.0348,0.244,0.407,0.00575,0,0,0,0.01902,0.0229,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.04.013,"grapefruit and lime, peach and apricot, pear",0,0,0,0,1,1,0,0,0,0
Outre Petit,Petit Verdot,2016,New South Wales, Australia,0,0,0,0,0,0.00039,0,0,0,0,0,0,1.853,0,0.0103,0,0.0023,0.371,0,0.00926,0,0.121,0.00784,0.382,0,0,0.0623,0.0418,0.22,0.389,0.0184,0,0,0,0.0042,0.00621,0,0.023,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.04.013,"oak complexity, fruit, dried flower, herb and violet notes, tobacco leaf, black olive",1,1,1,0,0,1,0,0,0,1
Ashbrook Estate,Petit Verdot,2016,New South Wales, Australia,0,0,0,0,0,0.00036,0,0,0,0,0,0,1.831,0,0.00919,0,0.00227,0.24,0,0.00871,0,0.0412,0.00784,0.375,0,0,0.0668,0.0345,0.193,0.3,0.0164,0,0,0,0.00548,0.00634,0,0.0228,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.04.013,"violets, lilacs, raspberries, cherry plums and dark chocolate",0,0,0,1,0,0,0,0,1,1
Amat,Tannat,2005,Canelones, Uruguay,0,0,0,0,0.96,0,0.36,0,162.17,162.17,7.855,0,1.009,0,35.876,0,0.043,0.187,0.196,0.156,0.152,0.083,0,1.081,0,0,0,0.737,0,0.48,0,0,0,0,0,0,0,0,0,0,1.326,1.378,0.09,0,0.38,0,0,0,0,10.1021/jf900941y,"raspberry, prune, blackcurrant and oak, chocolate, vanilla and black pepper",1,0,1,1,0,0,0,0,1,0
Brisas del Este,Tannat,2005,Canelones, Uruguay,0,0,0,0,3.022,0,0.391,0,162.509,162.509,5.937,0,0.973,0,38.159,0,0.003,0.195,0.193,0.149,0.171,0.1,0,1.059,0,0,0,0.482,0,0.495,0,0,0,0,0,0,0,0,0,0,1.27,1.399,0.108,0,0.386,0,0,0,0,10.1021/jf900941y,fruity and ripe plums and dark berries,0,0,0,1,0,1,0,0,0,0
Bouza,Tannat,2005,Canelones, Uruguay,0,0,0,0,4.892,0,0.469,0,169.553,169.553,6.469,0,1.258,0,46.125,0,0.0018,0.335,0.266,0.245,0.149,0.091,0,1.603,0,0,0,0.932,0,0.166,0,0,0,0,0,0,0,0,0,0,1.74,2.087,0.09,0,1.065,0,0,0,0,10.1021/jf900941y,"blackberries, cherries, sweet spices and herbs",0,0,0,1,0,0,0,0,0,0
Salida,Tannat,2005,Canelones, Uruguay,0,0,0,0,6.256,0,0.238,0,113.338,113.338,6.792,0,0.806,0,23.084,0,0.009,0.123,1.575,0.07,1.077,0.054,0,0.284,0,0,0,0.261,0,0.451,0,0,0,0,0,0,0,0,0,0,0.933,0.856,0.039,0,0.336,0,0,0,0,10.1021/jf900941y,"red cherries and currants, notes of green pepper, dill and spices",1,0,0,1,0,0,0,0,0,0
Single Vineyard,Tannat,2005,Canelones, Uruguay,0,0,0,0,118.317,0,0.229,0,121.159,121.159,5.999,0,0.792,0,28.82,0,0.0045,0.13,1.654,0.073,0.114,0.051,0,0.288,0,0,0,0.194,0,0.374,0,0,0,0,0,0,0,0,0,0,1.079,1.063,0.03,0,0.341,0,0,0,0,10.1021/jf900941y,"ripe cherries, strawberries, blueberries, prunes, violet flowers, fresh nutmeg, tobacco and dark chocolate",0,1,0,1,0,0,1,0,1,1
Pan de Azucar,Tannat,2005,Canelones, Uruguay,0,0,0,0,191.579,0,0.252,0,122.903,122.903,6.557,0,0.998,0,34.778,0,0.0012,0.202,2.245,0.12,0.103,0.045,0,0.451,0,0,0,0.432,0,0.15,0,0,0,0,0,0,0,0,0,0,1.434,1.584,0.023,0,0.928,0,0,0,0,10.1021/jf900941y,"cherries, blueberries, blackberries, herbs and sweet spices",1,0,0,1,0,0,0,0,0,0
